coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date,price_ma7,price_volatility,liquidity_ratio
Celo,CELO,7.302764104745677e-05,-0.025,0.195,0.044,0.0128850400180217,1293158139.0,2022-03-17,6.708353072670993e-05,8.40624143184206e-06,174.05714724533112
Celo Dollar,CUSD,2.424245949612956e-05,0.003,0.005,0.001,1.3306799197137337e-05,82951206.0,2022-03-16,2.424245949612956e-05,,0.5271593760179223
Celo Dollar,CUSD,2.4261674742554175e-05,-0.001,0.005,0.004,4.989328631828934e-05,82678314.0,2022-03-17,2.4252067119341868e-05,1.358723104901543e-08,1.975058535380568
Celsius Network,CEL,7.715212575981173e-05,0.009,0.032,0.098,6.779385684628351e-05,1346075894.0,2022-03-16,7.715212575981173e-05,,0.8674601770224046
Celsius Network,CEL,7.933567648988199e-05,0.001,0.03,0.0559999999999999,6.401208215147349e-05,1388056538.0,2022-03-17,7.824390112484686e-05,1.5440035282975134e-06,0.7968076569260681
CertiK,CTK,2.8628776202694707e-05,0.016,0.04,0.04,0.0001362999260343,82919242.0,2022-03-16,2.8628776202694707e-05,,4.600255005534237
CertiK,CTK,2.838615945490912e-05,-0.002,-0.003,-0.009,7.835255757134958e-05,82895723.0,2022-03-17,2.8507467828801912e-05,1.7155594758861272e-07,2.6663081880970445
ChainX,PCX,4.2943164322044224e-05,0.054,0.172,0.078,7.681819928280273e-06,68530128.0,2022-03-16,4.2943164322044224e-05,,0.17481262550832427
ChainX,PCX,3.9789146600831614e-05,0.006,-0.015,0.033,9.040947261123883e-06,68530128.0,2022-03-17,4.136615546143792e-05,2.2302273186519808e-06,0.2216508070051055
Chainlink,LINK,0.000349610733523,0.023,0.064,0.102,0.0124436883196025,6696893329.0,2022-03-16,0.000349610733523,,35.49146426455936
Chainlink,LINK,0.0003527647512442,0.003,0.009,0.037,0.0095894710543749,6790110728.0,2022-03-17,0.0003511877423836,2.2302273186430806e-06,27.106915035057828
Chia,XCH,0.001580648111787,0.012,-0.021,-0.084,0.0001769577884191,221396095.0,2022-03-16,0.001580648111787,,0.11188189528400666
Chia,XCH,0.001601027918601,-0.003,0.015,-0.077,0.0001567677370799,225459171.0,2022-03-17,0.001590838015194,1.4410699597451284e-05,0.09785580841612317
Chiliz,CHZ,4.809658633771891e-06,0.026,0.024,0.02,0.0018884669957204,1049331415.0,2022-03-16,4.809658633771891e-06,,325.05644733455233
Chiliz,CHZ,4.931791904607154e-06,0.018,0.025,0.013,0.0018660337568544,1083816831.0,2022-03-17,4.870725269189523e-06,8.636126401610785e-08,314.5817970123114
Chromia,CHR,9.2043941414852e-06,0.0289999999999999,0.045,0.031,0.001008160562274,213564555.0,2022-03-16,9.2043941414852e-06,,98.79670936811415
Chromia,CHR,9.692708869753247e-06,0.001,0.053,0.02,0.0010056868058833,226830657.0,2022-03-17,9.448551505619224e-06,3.452906557116024e-07,94.05351049331504
Circuits of Value,COVAL,9.283183732207732e-07,-0.001,0.035,-0.038,1.0376996994698854e-05,69008937.0,2022-03-16,9.283183732207732e-07,,5.381371218989465
Circuits of Value,COVAL,9.20997491876618e-07,0.002,-0.012,-0.054,6.331012268471432e-06,67826274.0,2022-03-17,9.246579325486955e-07,5.176644842714238e-09,3.295690023148693
Civic,CVC,6.508339793392664e-06,0.024,0.0559999999999999,0.032,0.0002590673170128,179389403.0,2022-03-16,6.508339793392664e-06,,34.503941502591445
Civic,CVC,6.942963435375761e-06,-0.001,0.067,0.044,0.0010669661170931,192055742.0,2022-03-17,6.725651614384212e-06,3.0732532451024187e-07,134.3284689365594
Clover Finance,CLV,7.417982765865158e-06,0.02,0.01,-0.016,0.0001417217810039,79586374.0,2022-03-16,7.417982765865158e-06,,16.835598853751577
Clover Finance,CLV,7.611785023996284e-06,-0.003,0.0279999999999999,-0.0139999999999999,0.0001740011112563,81842102.0,2022-03-17,7.514883894930721e-06,1.3703889093378483e-07,20.20499940157065
Coin98,C98,3.251064416726407e-05,0.024,0.035,0.066,0.0009012325514596,247303702.0,2022-03-16,3.251064416726407e-05,,26.893919047369355
Coin98,C98,3.3238494410620824e-05,0.003,0.023,0.036,0.0005669294128101,254083272.0,2022-03-17,3.287456928894245e-05,5.146678427658394e-07,16.55824599092879
CoinEx Token,CET,1.4836582382822104e-06,0.005,0.035,0.072,1.4889988097749235e-05,226665111.0,2022-03-16,1.4836582382822104e-06,,5.995183986363479
CoinEx Token,CET,1.483374839381701e-06,-0.001,-0.0,0.049,9.073570045430336e-06,227207627.0,2022-03-17,1.4835165388319557e-06,2.003932843310534e-10,3.6537255276732337
Coinmetro,XCM,1.4791057207719532e-05,0.005,-0.055,-0.017,9.441674151460944e-07,184318822.0,2022-03-16,1.4791057207719532e-05,,0.059791273169761794
Coinmetro,XCM,1.4878180881849331e-05,0.003,0.006,-0.024,6.29059281132306e-07,185482862.0,2022-03-17,1.4834619044784432e-05,6.160574077906845e-08,0.039617843241186175
Compound,COMP,0.0026585943221984,0.026,0.045,0.052,0.0007034879218772,726097698.0,2022-03-16,0.0026585943221984,,0.2645094840237523
Compound,COMP,0.0027942170842105,0.001,0.051,0.045,0.0009537971605121,766476634.0,2022-03-17,0.00272640570320445,9.589977470200526e-05,0.3412247177150811
Conflux,CFX,2.819958685182308e-06,0.02,0.0069999999999999,-0.072,8.557241125667857e-05,180397101.0,2022-03-16,2.819958685182308e-06,,22.401397059244538
Conflux,CFX,2.884567525117609e-06,-0.001,0.022,-0.055,9.474212358178454e-05,185392410.0,2022-03-17,2.8522631051499584e-06,4.568534884284767e-08,24.38936199954875
Constellation,DAG,3.69058888461088e-06,0.013,-0.013,0.249,1.7600975995080362e-05,382521151.0,2022-03-16,3.69058888461088e-06,,3.752402188310839
Constellation,DAG,3.615401954472127e-06,-0.001,-0.02,0.125,1.5973444272837097e-05,376819046.0,2022-03-17,3.6529954195415035e-06,5.316518815771134e-08,3.460899923864597
ConstitutionDAO,PEOPLE,1.4705561963468755e-06,0.061,0.102,0.075,0.0024799943331123,307184638.0,2022-03-16,1.4705561963468755e-06,,1003.8202477561045
ConstitutionDAO,PEOPLE,1.4799062833371109e-06,0.004,0.004,-0.055,0.0025712584363687,309380835.0,2022-03-17,1.4752312398419933e-06,6.611509915479467e-09,1036.8369376074406
Convex CRV,CVXCRV,4.731026578218475e-05,0.038,0.021,0.0069999999999999,1.6726152019035108e-06,364340007.0,2022-03-16,4.731026578218475e-05,,0.0346223556178471
Convex CRV,CVXCRV,5.094951699896853e-05,0.022,0.083,0.022,4.902721180751654e-06,394323956.0,2022-03-17,4.912989139057664e-05,2.573339213829204e-06,0.09437472115186364
Convex Finance,CVX,0.0004437460316638,0.038,0.054,0.147,0.0007811168577626,979304335.0,2022-03-16,0.0004437460316638,,1.7563211409451656
Convex Finance,CVX,0.0004539359350708,0.006,0.024,0.095,0.0003835757808114,1013012985.0,2022-03-17,0.0004488409833673,7.205349798725603e-06,0.8431424102642178
Cosmos Hub,ATOM,0.0006987362335864,0.017,0.051,0.035,0.0135462736668925,8346059118.0,2022-03-16,0.0006987362335864,,19.35911421574237
Cosmos Hub,ATOM,0.0006909724976573,0.005,-0.012,-0.053,0.0087093833316692,8263048473.0,2022-03-17,0.00069485436562185,5.489790322808276e-06,12.586314284390143
Covalent,CQT,7.479000877933232e-06,0.022,-0.039,-0.147,7.706342250853913e-05,78070115.0,2022-03-16,7.479000877933232e-06,,9.088738592904054
Covalent,CQT,7.750464757030524e-06,-0.0,0.036,-0.1,3.332258618165759e-05,81675970.0,2022-03-17,7.614732817481878e-06,1.9195394975690065e-07,3.8080932964028795
Crabada,CRA,2.2030692438291832e-05,0.047,0.106,0.031,4.371917410767276e-05,78203679.0,2022-03-16,2.2030692438291832e-05,,1.8983004625159838
Crabada,CRA,2.323380462888577e-05,0.026,0.064,0.033,4.13052606763196e-05,83266240.0,2022-03-17,2.26322485335888e-05,8.507287884971766e-07,1.7044480348366473
Cratos,CRTS,7.162471481008099e-08,-0.009,-0.037,-0.13,0.0002336262746944,203670465.0,2022-03-16,7.162471481008099e-08,,218.01127900993257
Cratos,CRTS,7.852355697017577e-08,0.003,0.099,-0.027,0.0002851082388263,223198961.0,2022-03-17,7.507413589012838e-08,4.878218073738671e-09,264.35049747752896
Creditcoin,CTC,2.7658309211552368e-05,0.015,0.015,0.023,5.488265637587613e-05,233390471.0,2022-03-16,2.7658309211552368e-05,,1.9150695866507206
Creditcoin,CTC,2.838615945490912e-05,-0.001,0.032,0.02,5.3864342205006544e-05,242723178.0,2022-03-17,2.8022234333230744e-05,5.146678427658394e-07,1.8329833909619042
Cronos,CRO,9.742882013195308e-06,0.018,0.043,0.038,0.0017128425298391,10108572460.0,2022-03-16,9.742882013195308e-06,,159.43975999505935
Cronos,CRO,9.78643171942282e-06,-0.001,0.004,-0.013,0.0011206300621945,10212443722.0,2022-03-17,9.764656866309064e-06,3.0794292592156635e-08,103.8925653398995
Curve DAO Token,CRV,4.900858301668385e-05,0.026,0.022,-0.006,0.0026050998283852,791197822.0,2022-03-16,4.900858301668385e-05,,52.09305425662806
Curve DAO Token,CRV,5.167736724232528e-05,-0.002,0.0559999999999999,-0.011,0.002812632881247,838186885.0,2022-03-17,5.034297512950457e-05,1.8871154234747436e-06,53.3935735305143
DAO Maker,DAO,5.31330677290388e-05,0.012,-0.01,-0.042,6.143683265402911e-05,196210425.0,2022-03-16,5.31330677290388e-05,,1.1349224278503678
DAO Maker,DAO,5.31330677290388e-05,0.005,0.005,-0.051,4.523537410569558e-05,198134048.0,2022-03-17,5.31330677290388e-05,0.0,0.8356329320207694
DEAPCOIN,DEP,6.697780102369951e-07,0.004,-0.009,-0.133,9.13531341143172e-05,128916638.0,2022-03-16,6.697780102369951e-07,,54.70974797503248
DEAPCOIN,DEP,6.575321769248903e-07,-0.008,-0.018,-0.159,8.843229023201366e-05,126235341.0,2022-03-17,6.636550935809428e-07,8.659111776269493e-09,53.35177890547877
DFI.money,YFII,0.0497798616938625,0.022,0.086,0.104,0.0002912657462123,81618922.0,2022-03-16,0.0497798616938625,,0.005850958306095578
DFI.money,YFII,0.0489777707256834,0.001,-0.0139999999999999,-0.001,0.0001955259005134,80185006.0,2022-03-17,0.04937881620977295,0.0005671639627279233,0.003992054059675909
DODO,DODO,9.503273713082265e-06,0.033,0.064,0.0,0.0009295742253426,111498427.0,2022-03-16,9.503273713082265e-06,,88.5032848553472
DODO,DODO,9.583652641623624e-06,-0.003,0.009,-0.033,0.0004268519582211,113721778.0,2022-03-17,9.543463177352944e-06,5.683648543610387e-08,40.33125166470101
DUSK Network,DUSK,7.891861797639964e-06,0.021,-0.046,-0.038,0.0004799435546956,129420731.0,2022-03-16,7.891861797639964e-06,,53.9755976440147
DUSK Network,DUSK,7.83288166625329e-06,-0.024,-0.0069999999999999,-0.108,0.0001852714719798,129772453.0,2022-03-17,7.862371731946627e-06,4.170525085879112e-08,20.975201409936698
Dai,DAI,2.4247821326255623e-05,-0.0,-0.001,-0.0,0.0053700294650456,9375312310.0,2022-03-16,2.4247821326255623e-05,,212.6927862667191
Dai,DAI,2.4261674742554175e-05,0.0,0.001,0.0,0.0040296924762264,9445061382.0,2022-03-17,2.42547480344049e-05,9.795844607304859e-09,159.51802551864236
Dash,DASH,0.0023689099253424,0.016,0.005,0.03,0.0042366336758336,1035525179.0,2022-03-16,0.0023689099253424,,1.7876770887068625
Dash,DASH,0.0023511989027541,0.002,-0.0069999999999999,-0.0289999999999999,0.0028550985291829,1029536952.0,2022-03-17,0.00236005441404825,1.252358417393524e-05,1.2137997878665678
Dawn Protocol,DAWN,4.124484708754513e-05,0.016,0.023,0.033,4.1737055158970514e-05,122765002.0,2022-03-16,4.124484708754513e-05,,0.9879797901144654
Dawn Protocol,DAWN,4.17300805831163e-05,0.001,0.0139999999999999,0.006,7.013872734788757e-05,125035795.0,2022-03-17,4.148746383533072e-05,3.4311189517722544e-07,1.6414368143176659
DeFi Kingdoms,JEWEL,0.0001009285670427,0.04,0.016,-0.074,0.0001974671460477,302825745.0,2022-03-16,0.0001009285670427,,1.9373091546060575
DeFi Kingdoms,JEWEL,0.0001050530517551,0.0069999999999999,0.053,-0.093,0.0002335686238481,319385783.0,2022-03-17,0.0001029908093989,2.9164511090382884e-06,2.2023753204901797
DeFi Pulse Index,DPI,0.0037695364103086,0.0289999999999999,0.042,0.054,3.577045147371487e-06,72755648.0,2022-03-16,0.0037695364103086,,0.0009486833591082398
DeFi Pulse Index,DPI,0.0038471737696,-0.005,0.024,0.012,4.5680183180604204e-06,74590066.0,2022-03-17,0.0038083550899543,5.4897903228365195e-05,0.0011870613417063142
Decentral Games,DG,7.431181116944694e-06,0.005,0.002,0.003,1.4753766397354248e-05,116422219.0,2022-03-16,7.431181116944694e-06,,1.749905048024961
Decentral Games,DG,7.83540488043026e-06,-0.01,0.059,0.008,2.2569184394699044e-05,124818085.0,2022-03-17,7.633292998687476e-06,2.858293642773906e-07,2.554402961735013
Decentral Games Governance,XDG,7.803282423023447e-06,0.01,0.013,0.002,2.0983699816672984e-06,98858963.0,2022-03-16,7.803282423023447e-06,,0.2383622245469915
Decentral Games Governance,XDG,8.201149627717028e-06,0.013,0.052,0.013,2.548754273153161e-06,104005183.0,2022-03-17,8.002216025370237e-06,2.813345984505668e-07,0.27700389367383355
Decentraland,MANA,5.895586967589284e-05,0.021,0.065,0.0139999999999999,0.0083074666245238,3652548066.0,2022-03-16,5.895586967589284e-05,,138.55968847473963
Decentraland,MANA,5.944110317146401e-05,0.002,0.01,-0.019,0.0066553469198807,3706590158.0,2022-03-17,5.919848642367842e-05,3.431118951772302e-07,110.11292929250969
Decentralized Social,DESO,0.0008241690921916,0.005,0.111,0.192,1.3263008718943966e-05,354095011.0,2022-03-16,0.0008241690921916,,0.016073079862599076
Decentralized Social,DESO,0.0007904453642494,-0.019,-0.038,0.053,1.1493973512179908e-05,343383679.0,2022-03-17,0.0008073072282205,2.3846276714819795e-05,0.014522763075478612
Decred,DCR,0.0013797614446206,0.02,0.143,0.088,0.0004320836517014,787162797.0,2022-03-16,0.0013797614446206,,0.3129314288031313
Decred,DCR,0.001281986895263,-0.012,-0.07,-0.059,0.0001851361996196,732991389.0,2022-03-17,0.0013308741699418,6.913704687821776e-05,0.14430092801660993
Dent,DENT,5.704676777477219e-08,0.023,0.017,0.008,0.0003276530272204,223840664.0,2022-03-16,5.704676777477219e-08,,309.9702276278224
Dent,DENT,5.836355961954992e-08,-0.002,0.023,-0.042,0.0002652378907733,230289059.0,2022-03-17,5.770516369716106e-08,9.311124428534761e-10,250.61132194370438
Dero,DERO,0.0002634817880591,0.034,0.015,-0.141,1.39939834769302e-05,120268451.0,2022-03-16,0.0002634817880591,,0.05291095307402853
Dero,DERO,0.0002651801052936,0.001,0.0069999999999999,-0.158,9.813071605240584e-06,122930832.0,2022-03-17,0.00026433094667635,1.2008916331209466e-06,0.03686628493296537
DigiByte,DGB,4.771817420950176e-07,0.03,0.018,0.059,0.0002708775934469,297257419.0,2022-03-16,4.771817420950176e-07,,183.37458806032018
DigiByte,DGB,4.836925232069159e-07,0.004,0.0139999999999999,-0.035,0.0002091997319251,302087064.0,2022-03-17,4.804371326509667e-07,4.603817475044534e-09,140.9993840724673
DigitalBits,XDB,9.44121234899871e-06,0.023,0.216,0.209,6.596178544465852e-05,296998483.0,2022-03-16,9.44121234899871e-06,,6.317445066710487
DigitalBits,XDB,9.58479294033822e-06,-0.004,0.015,0.207,2.7059995456567525e-05,302184765.0,2022-03-17,9.513002644668466e-06,1.0152680978294235e-07,2.5564973834719966
Divi,DIVI,1.518619211219041e-06,-0.003,0.057,-0.0409999999999999,4.019575805598389e-06,172881299.0,2022-03-16,1.518619211219041e-06,,1.5959442331311635
Divi,DIVI,1.5734568001957028e-06,0.018,0.036,-0.008,3.502064525663957e-06,180441034.0,2022-03-17,1.5460380057073718e-06,3.877603102931821e-08,1.3608406115065295
Dock,DOCK,8.122698575136395e-07,0.024,-0.002,-0.0,5.593978993399714e-05,70448413.0,2022-03-16,8.122698575136395e-07,,30.867251751758573
Dock,DOCK,8.166929069295761e-07,0.001,0.008,-0.022,4.145216677009326e-05,70448413.0,2022-03-17,8.144813822216078e-07,3.1275682355320565e-09,22.81737690061898
Dogecoin,DOGE,2.8061052688837507e-06,0.015,0.023,-0.011,0.0077990839418498,15312260998.0,2022-03-16,2.8061052688837507e-06,,2049.098327786689
Dogecoin,DOGE,2.834976661870236e-06,0.001,0.011,-0.038,0.0062829503113432,15509604862.0,2022-03-17,2.8205409653769934e-06,2.0415157763045493e-08,1638.3281738875405
Dogelon Mars,ELON,1.7531971428481945e-11,0.043,0.072,0.0279999999999999,0.0001890066944792,394017729.0,2022-03-16,1.7531971428481945e-11,,189.0033808773266
Dogelon Mars,ELON,1.735748146347455e-11,0.006,-0.01,-0.035,0.0001396272601655,395179401.0,2022-03-17,1.7444726445978248e-11,1.2338303750573285e-13,139.62483662998636
Dopex,DPX,0.0273220424350898,0.034,0.006,0.031,7.990550566873138e-05,200498616.0,2022-03-16,0.0273220424350898,,0.002924473211889178
Dopex,DPX,0.0284807800225138,0.0069999999999999,0.042,0.0069999999999999,5.313573216736422e-05,211922629.0,2022-03-17,0.027901411228801798,0.0008193512056832528,0.0018656043310973673
Dopex Rebate Token,RDPX,0.0024613469062487,0.0559999999999999,0.04,0.113,6.03819257303925e-05,90554011.0,2022-03-16,0.0024613469062487,,0.024522103517242527
Dopex Rebate Token,RDPX,0.0025666425747877,-0.013,0.052,0.092,3.401063349807232e-05,97862985.0,2022-03-17,0.0025139947405182,7.445528125349808e-05,0.01324585977504459
Dvision Network,DVI,8.460167267652918e-06,0.011,0.045,-0.1689999999999999,1.5430784105741554e-05,85948342.0,2022-03-16,8.460167267652918e-06,,1.6311322695639772
Dvision Network,DVI,9.23753558923271e-06,0.008,0.091,-0.108,4.208870806091515e-05,92462684.0,2022-03-17,8.848851428442814e-06,5.496824116686755e-07,4.111214822557666
ECOMI,OMI,8.265515913596712e-08,0.019,0.027,-0.2189999999999999,5.94468082898706e-05,1976983567.0,2022-03-16,8.265515913596712e-08,,54.908349891680395
ECOMI,OMI,8.226391648452512e-08,0.001,-0.0069999999999999,-0.253,6.35573826768783e-05,1972387319.0,2022-03-17,8.245953781024612e-08,2.7665033192404267e-10,58.72632516782896
EOS,EOS,4.997905000782619e-05,0.019,0.032,0.048,0.0058311667268001,2019196307.0,2022-03-16,4.997905000782619e-05,,114.38358945301869
EOS,EOS,5.070690025118294e-05,0.006,0.012,0.009,0.0039406312049044,2061422334.0,2022-03-17,5.034297512950457e-05,5.146678427658322e-07,76.21093482226769
Electroneum,ETN,1.2341092733701638e-07,0.017,0.026,-0.017,3.0526986173918933e-06,89440714.0,2022-03-16,1.2341092733701638e-07,,2.7173481609513512
Electroneum,ETN,1.2650542112566377e-07,0.006,0.025,-0.05,3.2715474439641257e-06,93414016.0,2022-03-17,1.2495817423134007e-07,2.188137542292222e-09,2.9041559699686332
Ellipsis,EPS,3.996504341893724e-06,0.0139999999999999,0.036,0.042,0.0001408351144393,102630468.0,2022-03-16,3.996504341893724e-06,,28.18672912148859
Ellipsis,EPS,4.039617337975223e-06,-0.001,0.012,-0.0289999999999999,9.74491932928524e-05,104379795.0,2022-03-17,4.0180608399344735e-06,3.0485491886496813e-08,19.336625532764113
Elrond,EGLD,0.0039437352352186,0.025,0.049,0.2289999999999999,0.0055029626334359,3550487729.0,2022-03-16,0.0039437352352186,,1.3950144446464858
Elrond,EGLD,0.0038619733912149,-0.003,-0.02,0.121,0.0028150033666755,3510358610.0,2022-03-17,0.00390285431321675,5.781435433733286e-05,0.7287141488153468
Energy Web Token,EWT,0.0001191248231267,0.015,-0.009,0.042,3.839278824924814e-05,205388247.0,2022-03-16,0.0001191248231267,,0.3196074487348371
Energy Web Token,EWT,0.0001220362241001,-0.0,0.025,-0.02,2.2070366487994185e-05,211101992.0,2022-03-17,0.0001205805236134,2.0586713710442633e-06,0.17938104529311744
Enjin Coin,ENJ,3.396634465397757e-05,0.018,0.05,0.046,0.0023098626120286,1300650179.0,2022-03-16,3.396634465397757e-05,,66.059596302865
Enjin Coin,ENJ,3.445157814954874e-05,0.004,0.017,0.021,0.0019529152393198,1330338268.0,2022-03-17,3.4208961401763154e-05,3.431118951772302e-07,55.08683509325405
Enzyme,MLN,0.0013084321207716,0.02,0.02,0.046,0.0001242296339268,78254927.0,2022-03-16,0.0013084321207716,,0.0948729086114033
Enzyme,MLN,0.0013166810901963,0.005,0.006,0.033,8.827749598351616e-05,78897484.0,2022-03-17,0.00131255660548395,5.832902218005863e-06,0.06699458362141718
Ergo,ERG,7.90930597420964e-05,0.006,0.004,0.0819999999999999,1.6319142222090876e-05,168320273.0,2022-03-16,7.90930597420964e-05,,0.20375226361234444
Ergo,ERG,7.90930597420964e-05,-0.006,0.002,0.004,2.555862242770832e-05,170208459.0,2022-03-17,7.90930597420964e-05,0.0,0.3191115748356767
Escoin Token,ELG,8.176184396773784e-05,0.024,0.021,0.051,1.1840258326336554e-05,228752259.0,2022-03-16,8.176184396773784e-05,,0.1430642160528965
Escoin Token,ELG,8.030614348102433e-05,0.005,-0.015,0.017,1.249846183636723e-05,228752259.0,2022-03-17,8.103399372438108e-05,1.0293356855316788e-06,0.15372100189802002
Ethereum,ETH,0.0665839828789877,0.024,0.034,0.065,0.3408769457657339,327104429349.0,2022-03-16,0.0665839828789877,,5.119426799061396
Ethereum,ETH,0.0685251594780202,0.004,0.0289999999999999,0.034,0.2354434479264303,339077214308.0,2022-03-17,0.06755457117850394,0.0013726191366565204,3.4358185212750603
Ethereum Classic,ETC,0.0006533669017505,0.0279999999999999,0.031,0.01,0.0054478000770229,3573077723.0,2022-03-16,0.0006533669017505,,8.325298945361485
Ethereum Classic,ETC,0.0006577340032107,0.004,0.006,-0.036,0.0043993018389507,3623500485.0,2022-03-17,0.0006555504524806,3.0880070566371057e-06,6.678419236760663
Ethereum Name Service,ENS,0.0003408765306027,0.04,0.043,0.016,0.0006780726843538,326307175.0,2022-03-16,0.0003408765306027,,1.983384712482059
Ethereum Name Service,ENS,0.0003663512891202,-0.003,0.075,0.0289999999999999,0.0022577471099734,350492086.0,2022-03-17,0.00035361390986145,1.8013374496814027e-05,6.146016570081093
Euro Tether,EURT,2.668784222041003e-05,0.004,0.008,0.012,0.0004363960558328,226370344.0,2022-03-16,2.668784222041003e-05,,15.761288017999163
Euro Tether,EURT,2.6930458968195617e-05,-0.0,0.006,0.003,0.0002540357272037,228389194.0,2022-03-17,2.6809150594302823e-05,1.715559475886151e-07,9.095293689694472
EverRise,RISE,2.306635733031407e-08,0.013,0.081,0.03,7.305052660639397e-06,66340451.0,2022-03-16,2.306635733031407e-08,,7.140350778127326
Everdome,DOME,1.0269580163363932e-06,-0.004,0.09,-0.07,0.0007727556726663,363656510.0,2022-03-16,1.0269580163363932e-06,,381.2391112387272
Everdome,DOME,1.1616830680198308e-06,-0.025,0.131,0.038,0.0010263383746864,407661797.0,2022-03-17,1.094320542178112e-06,9.526499764106675e-08,474.78670202406596
Everipedia,IQ,2.185040148947353e-07,0.0069999999999999,0.031,0.022,5.848756034540138e-05,89718345.0,2022-03-16,2.185040148947353e-07,,47.9994810279341
Everipedia,IQ,2.179334964931041e-07,-0.005,-0.004,-0.005,4.90950292252626e-05,90044377.0,2022-03-17,2.182187556939197e-07,4.0341743058515363e-10,40.310106723089525
Everscale,EVER,4.649191916786504e-06,-0.011,-0.009,0.001,1.1076194744268061e-07,261949792.0,2022-03-16,4.649191916786504e-06,,0.0196066887218954
Everscale,EVER,4.674982077076112e-06,0.0,-0.0139999999999999,-0.011,2.5786567660275e-07,258439550.0,2022-03-17,4.662086996931308e-06,1.8236397228669752e-08,0.04543902925163222
FEG Token,FEG,5.3957964707514116e-14,0.017,0.009,0.024,1.886679180836805e-05,151073649.0,2022-03-16,5.3957964707514116e-14,,18.86679079035442
FEG Token,FEG,5.4055011406628345e-14,-0.012,0.005,0.001,1.0291193893753152e-05,152507971.0,2022-03-17,5.400648805707123e-14,6.862237903544141e-17,10.291193337462579
FEG Token BSC,FEG,6.065418694639628e-14,0.0279999999999999,0.0,0.05,8.722814701572435e-06,166612893.0,2022-03-16,6.065418694639628e-14,,8.722814172497236
FEG Token BSC,FEG,5.844637454154741e-14,0.025,-0.023,-0.013,4.662866042803256e-06,163269693.0,2022-03-17,5.955028074397185e-14,1.5611591230564194e-15,4.662865770275657
FLEX Coin,FLEX,9.631884883487294e-05,0.002,0.006,-0.002,0.0228911199423854,311600507.0,2022-03-16,9.631884883487294e-05,,235.21774267209238
FLEX Coin,FLEX,9.583361533930176e-05,-0.0,-0.001,0.006,0.0228033667584104,311501806.0,2022-03-17,9.607623208708735e-05,3.4311189517723264e-07,235.49019293050418
FTX Token,FTT,0.0010279671603315,0.02,0.024,0.045,0.0015723325558166,5803217982.0,2022-03-16,0.0010279671603315,,1.5280687435253475
FTX Token,FTT,0.0010437372489375,0.001,0.016,0.004,0.0010877388044558,5917599044.0,2022-03-17,0.0010358522046345002,1.1151136593215192e-05,1.0411601630572975
FUNToken,FUN,2.652593355891935e-07,0.012,-0.004,-0.011,1.4729135332166254e-05,115804492.0,2022-03-16,2.652593355891935e-07,,11.641198699638391
FUNToken,FUN,2.68643301679136e-07,-0.0069999999999999,0.012,-0.012,1.4516017068763198e-05,117522843.0,2022-03-17,2.6695131863416473e-07,2.392825369503682e-09,11.442157972654929
Fantom,FTM,2.959924319383705e-05,0.043,0.022,-0.079,0.0202485894044555,3072929159.0,2022-03-16,2.959924319383705e-05,,661.7349741686992
Fantom,FTM,2.959924319383705e-05,-0.003,0.001,-0.107,0.0114307593591675,3103751456.0,2022-03-17,2.959924319383705e-05,0.0,373.5634664804309
Fei USD,FEI,2.4261674742554175e-05,0.001,0.0,0.003,0.0001769924997521,557210659.0,2022-03-16,2.4261674742554175e-05,,7.006364445582459
Fei USD,FEI,2.4261674742554175e-05,0.002,0.003,0.009,0.0001037065194945,560856126.0,2022-03-17,2.4261674742554175e-05,0.0,4.105290743839827
Fetch.ai,FET,7.954214301820859e-06,0.022,0.0069999999999999,0.024,0.0003719113748272,224454559.0,2022-03-16,7.954214301820859e-06,,41.53478600032735
Fetch.ai,FET,8.079307496979107e-06,0.01,0.016,-0.06,0.0003144719034161,229348461.0,2022-03-17,8.016760899399983e-06,8.84542465766897e-08,34.636111126397246
Filecoin,FIL,0.0004189991233897,0.016,0.01,-0.0409999999999999,0.004563756746786,3052322720.0,2022-03-16,0.0004189991233897,,10.866110171738326
Filecoin,FIL,0.0004287037933011,0.002,0.024,-0.062,0.0033492012180434,3150729995.0,2022-03-17,0.0004238514583454,6.862237903527997e-06,7.794209104634465
Floki Inu,FLOKI,6.875476711582552e-10,0.04,0.042,-0.037,0.0001118699138578,257703958.0,2022-03-16,6.875476711582552e-10,,111.79305080606662
Floki Inu,FLOKI,7.006157370442302e-10,0.0,0.019,-0.095,0.0001263203228825,264302676.0,2022-03-17,6.940817041012427e-10,9.24051800496548e-12,126.23188283886637
Flow,FLOW,0.0001317408940115,0.017,0.023,-0.053,0.0009917575674138,1923544184.0,2022-03-16,0.0001317408940115,,7.471379297233595
Flow,FLOW,0.0001387767796973,0.01,0.052,-0.053,0.0020485202096554,2031100138.0,2022-03-17,0.0001352588368544,4.975122480082542e-06,14.65565463799972
Flux,FLUX,3.469419489733433e-05,0.016,0.022,0.087,0.0002673578884527,330216558.0,2022-03-16,3.469419489733433e-05,,7.490234454697464
Flux,FLUX,3.469419489733433e-05,0.002,0.003,0.044,0.0001924394571641,328526106.0,2022-03-17,3.469419489733433e-05,0.0,5.391337659179744
