coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date
Wrapped Centrifuge,WCFG,1.1670738952774344e-05,-0.003,-0.01,-0.043,2.982233403289955e-05,95950030.0,2022-03-17
Bounce,AUCTION,0.0003183131730586832,0.002,0.002,-0.0,2.831647321360665e-05,94608029.0,2022-03-17
Augur,REP,0.00032898830996124894,0.001,0.01,-0.0409999999999999,0.00010177714934417518,94396497.0,2022-03-17
sUSD,SUSD,2.420092350890867e-05,0.001,0.004,-0.003,0.00016299131854976342,94221877.0,2022-03-17
Electroneum,ETN,1.2650542112566377e-07,0.006,0.025,-0.05,3.2715474439641257e-06,93414016.0,2022-03-17
KeeperDAO,ROOK,0.002808531472329928,0.008,0.07,-0.105,1.1270671416638859e-05,93199097.0,2022-03-17
Dvision Network,DVI,9.23753558923271e-06,0.008,0.091,-0.108,4.208870806091515e-05,92462684.0,2022-03-17
cUNI,CUNI,4.531813934207839e-06,0.002,0.02,0.013,1.4132587158401531e-05,91378796.0,2022-03-17
Wanchain,WAN,1.1467013669658787e-05,0.001,0.0,0.003,9.805740972174473e-05,91293951.0,2022-03-17
IDEX,IDEX,3.449330790612894e-06,0.004,-0.002,-0.055,0.0002046120018506418,90697310.0,2022-03-17
Verasity,VRA,4.90404803350652e-07,0.008,-0.03,-0.113,0.0009615558770034071,90445041.0,2022-03-17
Neutrino System Base Token,NSBT,0.0008673548732974622,-0.001,0.009,0.188,3.59673964308242e-06,90375202.0,2022-03-17
Everipedia,IQ,2.1793349649310406e-07,-0.005,-0.004,-0.005,4.90950292252626e-05,90044377.0,2022-03-17
HUNT,HUNT,1.9926089197950995e-05,-0.001,0.069,0.006,0.001803409886369965,89930148.0,2022-03-17
Somnium Space CUBEs,CUBE,0.00016716293918826375,0.011,0.173,0.2,6.546944031261764e-06,89700384.0,2022-03-17
bZx Protocol,BZRX,1.5238541481277695e-06,-0.7040000000000001,-0.6459999999999999,-0.4639999999999999,7.506692536971664e-10,88971844.0,2022-03-17
AllianceBlock,ALBT,5.576230510075226e-06,-0.003,0.038,0.053,6.5613740035793276e-06,88953339.0,2022-03-17
ZoidPay,ZPAY,7.374311751263753e-06,-0.004,-0.018,0.212,1.0023825148299733e-05,88904956.0,2022-03-17
Ampleforth,AMPL,2.5959991977053275e-05,0.0,-0.049,0.104,2.3459251323559657e-05,88008725.0,2022-03-17
Bonfida,FIDA,4.00317633486172e-05,-0.002,0.025,-0.083,0.00012700151768823564,87734475.0,2022-03-17
Avalaunch,XAVA,9.5105765095945e-05,-0.002,0.034,-0.024,2.2852691924981314e-05,86912829.0,2022-03-17
Adventure Gold,AGLD,2.6930458968195617e-05,-0.011,0.009,0.089,0.0009754463306071784,85908280.0,2022-03-17
Adshares,ADS,8.612894542787836e-05,0.001,0.0279999999999999,0.298,2.0522855521330134e-05,85408124.0,2022-03-17
Automata,ATA,8.930625403283945e-06,0.004,0.004,-0.003,6.531525018975545e-05,83651315.0,2022-03-17
Gains Farm,GFARM2,0.056548626340332586,-0.0,0.03,0.102,2.3907495284223297e-06,83519135.0,2022-03-17
Crabada,CRA,2.323380462888577e-05,0.026,0.064,0.033,4.13052606763196e-05,83266240.0,2022-03-17
CertiK,CTK,2.838615945490912e-05,-0.002,-0.003,-0.009,7.835255757134958e-05,82895723.0,2022-03-17
Celo Dollar,CUSD,2.4261674742554178e-05,-0.001,0.005,0.004,4.989328631828934e-05,82678314.0,2022-03-17
Propy,PRO,3.469419489733433e-05,-0.005,0.087,-0.131,1.8863615833599592e-05,82507865.0,2022-03-17
Swarm,BZZ,3.0569710184979385e-05,0.002,0.052,-0.0139999999999999,1.9861476036531e-05,81979222.0,2022-03-17
Clover Finance,CLV,7.611785023996284e-06,-0.003,0.0279999999999999,-0.0139999999999999,0.00017400111125634527,81842102.0,2022-03-17
Covalent,CQT,7.750464757030524e-06,-0.0,0.036,-0.1,3.332258618165759e-05,81675970.0,2022-03-17
chrono.tech,TIME,0.0027563688715560274,0.012,-0.036,-0.2339999999999999,2.6060944263097945e-06,80595619.0,2022-03-17
Biswap,BSW,8.636040148122689e-06,0.002,-0.002,0.0579999999999999,8.511531254027461e-05,80314265.0,2022-03-17
Gitcoin,GTC,0.00013707846246285122,0.004,-0.003,-0.102,0.00013547765926254696,80282760.0,2022-03-17
DFI.money,YFII,0.0489777707256834,0.001,-0.0139999999999999,-0.001,0.00019552590051346203,80185006.0,2022-03-17
Redacted Cartel,BTRFLY,0.003153775104428816,-0.001,0.14,-0.212,3.79018067150698e-05,80079688.0,2022-03-17
SafePal,SFP,1.7957181504646637e-05,-0.002,0.013,-0.018,0.0001496372076850155,80075567.0,2022-03-17
Platypus Finance,PTP,0.00010044333354722787,0.005,-0.135,-0.354,9.059837406703238e-05,79450747.0,2022-03-17
BENQI,QI,1.2311178193510106e-06,0.0,0.024,-0.048,0.00014724787353665304,79411049.0,2022-03-17
Aergo,AERGO,5.300666407940358e-06,-0.004,0.012,-0.129,0.00012552292882619365,79214487.0,2022-03-17
Enzyme,MLN,0.0013166810901963657,0.005,0.006,0.033,8.827749598351616e-05,78897484.0,2022-03-17
Nerve Finance,NRV,4.480646081848862e-07,-0.015,0.057,-0.04,4.5177050090790025e-07,77747624.0,2022-03-17
Rai Reflex Index,RAI,7.375549129081353e-05,0.003,0.003,0.002,1.824692438508057e-05,77616933.0,2022-03-17
Aurory,AURY,0.00019627694892253398,-0.001,0.008,0.004,2.483072008009592e-05,76843664.0,2022-03-17
RIZON,ATOLO,8.480315259599012e-07,0.001,-0.018,-0.05,5.781723980119973e-06,75194885.0,2022-03-17
Aave [OLD],LEND,3.566466188847667e-05,0.002,0.079,0.072,2.044295559087798e-07,75160944.0,2022-03-17
mStable USD,MUSD,2.424481287858308e-05,-0.0,-0.0,0.0,1.7272124520685364e-06,74706759.0,2022-03-17
DeFi Pulse Index,DPI,0.0038471737696000176,-0.005,0.024,0.012,4.5680183180604204e-06,74590066.0,2022-03-17
Blox,CDT,2.6812304287985103e-06,0.053,0.151,-0.0069999999999999,2.6103060450244903e-06,74560549.0,2022-03-17
PlatonCoin,PLTC,1.6550853526107494e-05,-0.001,0.068,0.1989999999999999,3.3757504856879654e-06,74286948.0,2022-03-17
ShapeShift FOX Token,FOX,6.609292622146246e-06,0.001,0.002,-0.0279999999999999,1.1589528926952672e-05,74091492.0,2022-03-17
Handshake,HNS,3.7844330426543443e-06,-0.004,-0.001,-0.168,2.9628219835909936e-06,74049207.0,2022-03-17
PEAKDEFI,PEAK,1.3391742853420906e-06,0.04,-0.018,-0.175,1.2504270072832372e-06,74047013.0,2022-03-17
Presearch,PRE,4.526840290878234e-06,0.001,0.037,-0.025,1.2189874461853595e-05,74002744.0,2022-03-17
SingularityNET,AGIX,2.0087046901214702e-06,-0.001,-0.015,-0.081,2.091375932883714e-05,73431209.0,2022-03-17
Sifchain,EROWAN,2.2563094093811488e-06,0.005,0.026,-0.031,4.5192843660970136e-05,72370847.0,2022-03-17
Badger DAO,BADGER,0.00017565452536075923,-0.005,-0.011,-0.074,6.720908049204101e-05,72193740.0,2022-03-17
Index Coop - ETH 2x Flexible Leverage Index,ETH2X-FLI,0.0016932222827595936,0.002,0.0559999999999999,0.063,1.967728676069282e-05,72083620.0,2022-03-17
Oxygen,OXY,8.616000004755599e-06,0.012,0.094,0.09,1.0852789084332388e-05,71658098.0,2022-03-17
Hifi Finance,MFT,1.8464054642629835e-07,-0.003,0.0069999999999999,0.0579999999999999,0.00023228765311178212,71444464.0,2022-03-17
Vader Protocol,VADER,3.563674859834368e-07,0.008,0.022,-0.363,5.896746048935498e-05,71296654.0,2022-03-17
MAPS,MAPS,2.2925050555653832e-05,0.0069999999999999,0.143,0.121,2.5565216027499356e-05,70633226.0,2022-03-17
Wrapped NXM,WNXM,0.0006402655973701546,0.003,-0.01,-0.03,2.7269713355680437e-05,70593491.0,2022-03-17
Sovryn,SOV,8.05487602288099e-05,-0.006,-0.0289999999999999,-0.159,1.2635201358735335e-05,70581427.0,2022-03-17
Netvrk,NTVRK,4.148746383533071e-05,-0.0069999999999999,0.1159999999999999,-0.0289999999999999,4.4943287991391985e-05,70480323.0,2022-03-17
Dock,DOCK,8.166929069295761e-07,0.001,0.008,-0.022,4.145216677009326e-05,70448413.0,2022-03-17
ShareToken,SHR,1.7875393227160035e-07,-0.0,0.0289999999999999,-0.175,4.516667639059522e-06,69453171.0,2022-03-17
TempleDAO,TEMPLE,1.5552097422173355e-05,0.001,-0.036,-0.05,1.4800180506878085e-05,69369413.0,2022-03-17
cVault.finance,CORE,0.1680463068029194,-0.005,0.026,0.0,7.364736821261013e-07,68840419.0,2022-03-17
GuildFi,GF,3.833344611411811e-05,0.001,0.031,0.019,6.985487460295654e-05,68575496.0,2022-03-17
ChainX,PCX,3.9789146600831614e-05,0.006,-0.015,0.033,9.040947261123883e-06,68530128.0,2022-03-17
Loom Network (OLD),LOOMOLD,1.9936351646531407e-06,0.005,0.102,0.018,4.5865511664783244e-05,68416663.0,2022-03-17
Travala.com,AVA,3.20254106716929e-05,0.002,-0.01,0.003,6.199561434522106e-05,68291858.0,2022-03-17
Banana,BANANA,0.00037193147431929753,0.002,-0.181,0.3929999999999999,9.353901600944148e-06,68212793.0,2022-03-17
IRISnet,IRIS,1.3447178310694038e-06,0.016,-0.003,-0.088,5.138242148785052e-05,68090240.0,2022-03-17
Circuits of Value,COVAL,9.209974918766179e-07,0.002,-0.012,-0.054,6.3310122684714315e-06,67826274.0,2022-03-17
ARPA Chain,ARPA,1.6741373710098338e-06,-0.0,0.008,-0.037,0.000235328666213314,67762845.0,2022-03-17
SuperRare,RARE,1.1272289467886077e-05,-0.003,0.0139999999999999,0.019,0.00016222014354593076,67388220.0,2022-03-17
Verus Coin,VRSC,2.4246802335914922e-05,0.053,0.061,-0.122,3.4996255841705695e-07,67318962.0,2022-03-17
